Project Name,Package Name,Class Name,Class Type,Class Visibility,Is Abstract,Is Static,Is Final,Is Interface,Extends,Implements,Children,Fields,Methods,Overrides,Static Methods,final Methods , Abstract Methods, Association, Aggregation, Delegation, Composition, Instantiation, API
axon-server-se-master,io.axoniq.axonserver.access.user,UserRepository,2,1,0,0,0,true,0 ,0 ,0 ,,,,,,,,,,,,null
axon-server-se-master,io.axoniq.axonserver,ActiveRequestsCache,1,1,0,0,0,false,0 ,ConstraintCache<String,R> ,CancelStrategy Completable ,buffer: ConstraintCache<String, R> ,size{ Params :  Returns : int} remove{ Params : String Returns : R} get{ Params : String Returns : R} put{ Params : String,R Returns : R} entrySet{ Params :  Returns : Collection<Entry<String,R>>} cancel{ Params : CancelStrategy<R> Returns : void} cancel{ Params : String,R Returns : void} requestToBeCanceled{ Params : String,R Returns : boolean} onCompletion{ Params : Runnable Returns : void} ,size remove get put entrySet ,,,,ConstraintCache ,ConstraintCache<String,R> ,,ConstraintCache<String,R> ,,e: 
axon-server-se-master,io.axoniq.axonserver,CancelStrategy,3,1,0,0,0,true,0 ,ConstraintCache<String,R> ,CancelStrategy Completable ,,size{ Params :  Returns : int} remove{ Params : String Returns : R} get{ Params : String Returns : R} put{ Params : String,R Returns : R} entrySet{ Params :  Returns : Collection<Entry<String,R>>} cancel{ Params : CancelStrategy<R> Returns : void} cancel{ Params : String,R Returns : void} requestToBeCanceled{ Params : String,R Returns : boolean} onCompletion{ Params : Runnable Returns : void} ,size remove get put entrySet ,,,,,,,,,e: 
axon-server-se-master,io.axoniq.axonserver,Completable,3,1,0,0,0,true,0 ,ConstraintCache<String,R> ,CancelStrategy Completable ,,size{ Params :  Returns : int} remove{ Params : String Returns : R} get{ Params : String Returns : R} put{ Params : String,R Returns : R} entrySet{ Params :  Returns : Collection<Entry<String,R>>} cancel{ Params : CancelStrategy<R> Returns : void} cancel{ Params : String,R Returns : void} requestToBeCanceled{ Params : String,R Returns : boolean} onCompletion{ Params : Runnable Returns : void} ,size remove get put entrySet ,,,,,,,,,e: 
axon-server-se-master,io.axoniq.axonserver.admin,CancelOnHandlerDisconnected,1,1,0,0,0,false,0 ,CancelStrategy<Instruction> ,0 ,clientId: String ,cancel{ Params : String,Instruction Returns : void} requestToBeCanceled{ Params : String,Instruction Returns : boolean} ,cancel requestToBeCanceled ,,,,CancelStrategy ,String ,,String ,,request: , clientId
axon-server-se-master,io.axoniq.axonserver.admin.eventprocessor.requestprocessor,DistributedEventProcessor,1,1,0,0,0,false,0 ,EventProcessor ,ClientInstance Segment ,TRACKING_EVENT_PROCESSOR_MODE: String id: EventProcessorId clientProcessors: List<ClientProcessor> ,id{ Params :  Returns : EventProcessorId} mode{ Params :  Returns : String} instances{ Params :  Returns : Iterable<EventProcessorInstance>} isStreaming{ Params :  Returns : boolean} isStreamingProcessor{ Params : EventProcessorInfo Returns : boolean} loadBalancingStrategyName{ Params :  Returns : String} clientId{ Params :  Returns : String} isRunning{ Params :  Returns : boolean} maxCapacity{ Params :  Returns : int} claimedSegments{ Params :  Returns : Iterable<EventProcessorSegment>} id{ Params :  Returns : int} onePartOf{ Params :  Returns : int} claimedBy{ Params :  Returns : String} isCaughtUp{ Params :  Returns : boolean} isReplaying{ Params :  Returns : boolean} tokenPosition{ Params :  Returns : long} isInError{ Params :  Returns : boolean} error{ Params :  Returns : Optional<String>} ,id mode instances isStreaming loadBalancingStrategyName clientId isRunning maxCapacity claimedSegments id onePartOf claimedBy isCaughtUp isReplaying tokenPosition isInError error ,,,,EventProcessor ,List<ClientProcessor> ,,List<ClientProcessor> ,LinkedList LinkedList Segment ,eventProcessorInfo: 
axon-server-se-master,io.axoniq.axonserver.admin.eventprocessor.requestprocessor,ClientInstance,3,2,0,1,0,false,0 ,EventProcessor ,ClientInstance Segment ,clientProcessor: ClientProcessor ,id{ Params :  Returns : EventProcessorId} mode{ Params :  Returns : String} instances{ Params :  Returns : Iterable<EventProcessorInstance>} isStreaming{ Params :  Returns : boolean} isStreamingProcessor{ Params : EventProcessorInfo Returns : boolean} loadBalancingStrategyName{ Params :  Returns : String} clientId{ Params :  Returns : String} isRunning{ Params :  Returns : boolean} maxCapacity{ Params :  Returns : int} claimedSegments{ Params :  Returns : Iterable<EventProcessorSegment>} id{ Params :  Returns : int} onePartOf{ Params :  Returns : int} claimedBy{ Params :  Returns : String} isCaughtUp{ Params :  Returns : boolean} isReplaying{ Params :  Returns : boolean} tokenPosition{ Params :  Returns : long} isInError{ Params :  Returns : boolean} error{ Params :  Returns : Optional<String>} ,id mode instances isStreaming loadBalancingStrategyName clientId isRunning maxCapacity claimedSegments id onePartOf claimedBy isCaughtUp isReplaying tokenPosition isInError error ,,,,EventProcessorInstance ,ClientProcessor ,,ClientProcessor ,LinkedList Segment ,clientProcessor: 
axon-server-se-master,io.axoniq.axonserver.admin.eventprocessor.requestprocessor,Segment,3,2,0,1,0,false,0 ,EventProcessor ,ClientInstance Segment ,clientId: String segmentStatus: SegmentStatus ,id{ Params :  Returns : EventProcessorId} mode{ Params :  Returns : String} instances{ Params :  Returns : Iterable<EventProcessorInstance>} isStreaming{ Params :  Returns : boolean} isStreamingProcessor{ Params : EventProcessorInfo Returns : boolean} loadBalancingStrategyName{ Params :  Returns : String} clientId{ Params :  Returns : String} isRunning{ Params :  Returns : boolean} maxCapacity{ Params :  Returns : int} claimedSegments{ Params :  Returns : Iterable<EventProcessorSegment>} id{ Params :  Returns : int} onePartOf{ Params :  Returns : int} claimedBy{ Params :  Returns : String} isCaughtUp{ Params :  Returns : boolean} isReplaying{ Params :  Returns : boolean} tokenPosition{ Params :  Returns : long} isInError{ Params :  Returns : boolean} error{ Params :  Returns : Optional<String>} ,id mode instances isStreaming loadBalancingStrategyName clientId isRunning maxCapacity claimedSegments id onePartOf claimedBy isCaughtUp isReplaying tokenPosition isInError error ,,,,EventProcessorSegment ,SegmentStatus ,,SegmentStatus ,,Optional: 
axon-server-se-master,io.axoniq.axonserver.admin.eventprocessor.requestprocessor,InstructionInformation,1,1,0,0,0,false,0 ,Instruction ,0 ,timestamp: long completionHandler: MonoSink<Result> instructionId: String requestType: String targetClients: Set<String> waitingForClients: Set<String> completionListener: AtomicReference<Runnable> resultRef: AtomicReference<io.axoniq.axonserver.admin.Result> ,timestamp{ Params :  Returns : long} description{ Params :  Returns : String} on{ Params : InstructionResult Returns : void} map{ Params : io.axoniq.axonserver.admin.Result Returns : Result} isSuccess{ Params :  Returns : boolean} isAccepted{ Params :  Returns : boolean} completeExceptionally{ Params : ErrorCode,String Returns : void} isWaitingFor{ Params : String Returns : boolean} onCompletion{ Params : Runnable Returns : void} ,timestamp description on isSuccess isAccepted completeExceptionally isWaitingFor onCompletion ,,,,Instruction ,AtomicReference<io.axoniq.axonserver.admin.Result> ,,AtomicReference<io.axoniq.axonserver.admin.Result> ,AtomicReference AtomicReference CopyOnWriteArraySet MessagingPlatformException Result MessagingPlatformException ,this.completionListener: , listener
axon-server-se-master,io.axoniq.axonserver.admin.eventprocessor.requestprocessor,LocalEventProcessorsAdminService,1,1,0,0,0,false,0 ,EventProcessorAdminService ,Segment ,auditLog: Logger logger: Logger processorEventsSource: ProcessorEventPublisher eventProcessors: Flux<ClientProcessor> instructionCache: ConstraintCache<String, Instruction> strategyController: LoadBalanceStrategyRepository ,clientsBy{ Params : EventProcessorId,Authentication Returns : Flux<String>} eventProcessors{ Params : Authentication Returns : Flux<EventProcessor>} eventProcessorsByComponent{ Params : String,Authentication Returns : Flux<EventProcessor>} group{ Params : Flux<ClientProcessor> Returns : Flux<EventProcessor>} pause{ Params : EventProcessorId,Authentication Returns : Mono<Result>} logError{ Params : String,Throwable Returns : void} start{ Params : EventProcessorId,Authentication Returns : Mono<Result>} split{ Params : EventProcessorId,Authentication Returns : Mono<Result>} merge{ Params : EventProcessorId,Authentication Returns : Mono<Result>} move{ Params : EventProcessorId,int,String,Authentication Returns : Mono<Result>} deduceSegmentToMerge{ Params : Segment Returns : int} loadBalance{ Params : EventProcessorId,String,Authentication Returns : Mono<Void>} match{ Params : ClientProcessor,EventProcessorId Returns : boolean} setAutoLoadBalanceStrategy{ Params : EventProcessorId,String,Authentication Returns : Mono<Void>} getBalancingStrategies{ Params : Authentication Returns : Iterable<LoadBalancingStrategy>} ,clientsBy eventProcessors eventProcessorsByComponent pause start split merge move loadBalance setAutoLoadBalanceStrategy getBalancingStrategies ,,,,EventProcessorAdminService ,,,,EventProcessorIdentifier EventProcessorIdentifier DistributedEventProcessor MessagingPlatformException InstructionInformation MessagingPlatformException InstructionInformation Segment MessagingPlatformException InstructionInformation Segment IllegalArgumentException ClientContext InstructionInformation EventProcessorIdentifier MessagingPlatformException MessagingPlatformException MessagingPlatformException InstructionInformation TrackingEventProcessor UnsupportedOperationException ,strategyController: 
axon-server-se-master,io.axoniq.axonserver.admin.eventprocessor.requestprocessor,Segment,3,2,0,1,0,false,0 ,EventProcessorAdminService ,Segment ,clientId: String context: String segmentId: int onePartOf: int ,clientsBy{ Params : EventProcessorId,Authentication Returns : Flux<String>} eventProcessors{ Params : Authentication Returns : Flux<EventProcessor>} eventProcessorsByComponent{ Params : String,Authentication Returns : Flux<EventProcessor>} group{ Params : Flux<ClientProcessor> Returns : Flux<EventProcessor>} pause{ Params : EventProcessorId,Authentication Returns : Mono<Result>} logError{ Params : String,Throwable Returns : void} start{ Params : EventProcessorId,Authentication Returns : Mono<Result>} split{ Params : EventProcessorId,Authentication Returns : Mono<Result>} merge{ Params : EventProcessorId,Authentication Returns : Mono<Result>} move{ Params : EventProcessorId,int,String,Authentication Returns : Mono<Result>} deduceSegmentToMerge{ Params : Segment Returns : int} loadBalance{ Params : EventProcessorId,String,Authentication Returns : Mono<Void>} match{ Params : ClientProcessor,EventProcessorId Returns : boolean} setAutoLoadBalanceStrategy{ Params : EventProcessorId,String,Authentication Returns : Mono<Void>} getBalancingStrategies{ Params : Authentication Returns : Iterable<LoadBalancingStrategy>} ,clientsBy eventProcessors eventProcessorsByComponent pause start split merge move loadBalance setAutoLoadBalanceStrategy getBalancingStrategies ,,,,,int ,,int ,,null
axon-server-se-master,io.axoniq.axonserver.admin,Instruction,2,1,0,0,0,true,0 ,EventProcessorAdminService ,0 ,,timestamp{ Params :  Returns : long} description{ Params :  Returns : String} on{ Params : InstructionResult Returns : void} completeExceptionally{ Params : ErrorCode,String Returns : void} isWaitingFor{ Params : String Returns : boolean} ,,,,,,,,,,strategyController: 
axon-server-se-master,io.axoniq.axonserver.admin,InstructionCache,1,1,0,0,0,false,ActiveRequestsCache<Instruction> ,0 ,0 ,REQUEST_TYPE: String FULL_BUFFER_MESSAGE: String onTimeout: CancelStrategy<Instruction> ,completeOnTimeout{ Params : Instruction Returns : void} checkTimeout{ Params :  Returns : void} on{ Params : ApplicationDisconnected Returns : void} ,,,,,,CancelStrategy<Instruction> ,,CancelStrategy<Instruction> ,LimitedBuffer CancelOnTimeout CancelOnHandlerDisconnected ,this: , onApplicationDisconnected
axon-server-se-master,io.axoniq.axonserver.admin,InstructionResult,2,1,0,0,0,true,ActiveRequestsCache<Instruction> ,0 ,0 ,,clientId{ Params :  Returns : String} result{ Params :  Returns : Result} errorCode{ Params :  Returns : String} errorMessage{ Params :  Returns : String} ,,,,,,,,,,this: , onApplicationDisconnected
axon-server-se-master,io.axoniq.axonserver.admin,InstructionResultHandler,1,1,0,0,0,false,0 ,0 ,0 ,instructionCache: InstructionCache ,on{ Params : InstructionResultEvent Returns : void} clientId{ Params :  Returns : String} result{ Params :  Returns : Result} errorCode{ Params :  Returns : String} errorMessage{ Params :  Returns : String} ,clientId result errorCode errorMessage ,,,,,InstructionCache ,,InstructionCache ,InstructionResult ,event: 
axon-server-se-master,io.axoniq.axonserver.admin,InstructionResultPublisher,1,1,0,0,0,false,0 ,0 ,0 ,ERROR_MESSAGE_ACK_ONLY: String applicationEventPublisher: AxonServerEventPublisher registerHandler: BiConsumer<RequestCase, InstructionConsumer> versionSupplier: Function<ClientStreamIdentification, Version> supportedApiVersions: List<Version> ,initialize{ Params :  Returns : void} publishResultOnAck{ Params : PlatformService.ClientComponent,PlatformInboundInstruction Returns : void} publishResult{ Params : PlatformService.ClientComponent,PlatformInboundInstruction Returns : void} supportInstructionResult{ Params : Version Returns : boolean} ,,,,,,List<Version> ,,List<Version> ,BackwardsCompatibleVersion BackwardsCompatibleVersion UnknownVersion BackwardsCompatibleVersion ClientStreamIdentification InstructionResultEvent InstructionResultEvent ,clientVersion: , supportedApiVersions
axon-server-se-master,io.axoniq.axonserver.admin.user.requestprocessor,LocalUserAdminService,1,1,0,0,0,false,0 ,UserAdminService ,0 ,auditLog: Logger userController: UserController eventPublisher: ApplicationEventPublisher roleController: RoleController ,createOrUpdateUser{ Params : String,String,Set<? extends io.axoniq.axonserver.admin.user.api.UserRole>,Authentication Returns : void} validateContexts{ Params : Set<UserRole> Returns : void} validContext{ Params : String Returns : boolean} deleteUser{ Params : String,Authentication Returns : void} users{ Params : Authentication Returns : List<User>} checkRoles{ Params : Set<? extends io.axoniq.axonserver.admin.user.api.UserRole> Returns : void} ,createOrUpdateUser deleteUser users ,,,,UserAdminService ,RoleController ,,RoleController ,UserRole UserUpdated MessagingPlatformException UserDeleted MessagingPlatformException ,validRoles: , role
axon-server-se-master,io.axoniq.axonserver.admin.user.requestprocessor,UserController,1,1,0,0,0,false,0 ,0 ,0 ,PWD_NOLOGON: String passwordEncoder: PasswordEncoder userRepository: UserRepository ,deleteUser{ Params : String Returns : void} getUsers{ Params :  Returns : List<User>} updateUser{ Params : String,String,Set<UserRole> Returns : User} syncUser{ Params : User Returns : void} getPassword{ Params : String Returns : String} findUser{ Params : String Returns : User} removeRolesForContext{ Params : String Returns : void} deleteAll{ Params :  Returns : void} ,,,,,,UserRepository ,,UserRepository ,User ,userRepository: 
axon-server-se-master,io.axoniq.axonserver.applicationevents,AxonServerEvent,2,1,0,0,0,true,0 ,0 ,0 ,,,,,,,,,,,,null
axon-server-se-master,io.axoniq.axonserver.applicationevents,AxonServerEventPublisher,2,1,0,0,0,true,0 ,0 ,0 ,,,,,,,,,,,,null
axon-server-se-master,io.axoniq.axonserver.applicationevents,EventProcessorEvents,1,1,0,0,0,false,0 ,0 ,BaseEventProcessorsEvent EventProcessorStatusUpdate EventProcessorStatusUpdated PauseEventProcessorRequest StartEventProcessorRequest BaseSegmentRequest ReleaseSegmentRequest ProcessorStatusRequest SplitSegmentRequest MergeSegmentRequest SplitSegmentsSucceeded MergeSegmentsSucceeded ,,isProxied{ Params :  Returns : boolean} eventProcessorStatus{ Params :  Returns : ClientEventProcessorInfo} eventProcessorStatus{ Params :  Returns : ClientEventProcessorInfo} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} getClientId{ Params :  Returns : String} getProcessorName{ Params :  Returns : String} getSegmentId{ Params :  Returns : int} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} ,,,,,,,,,,null
axon-server-se-master,io.axoniq.axonserver.applicationevents,BaseEventProcessorsEvent,3,1,1,1,0,false,0 ,0 ,BaseEventProcessorsEvent EventProcessorStatusUpdate EventProcessorStatusUpdated PauseEventProcessorRequest StartEventProcessorRequest BaseSegmentRequest ReleaseSegmentRequest ProcessorStatusRequest SplitSegmentRequest MergeSegmentRequest SplitSegmentsSucceeded MergeSegmentsSucceeded ,proxied: boolean ,isProxied{ Params :  Returns : boolean} eventProcessorStatus{ Params :  Returns : ClientEventProcessorInfo} eventProcessorStatus{ Params :  Returns : ClientEventProcessorInfo} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} getClientId{ Params :  Returns : String} getProcessorName{ Params :  Returns : String} getSegmentId{ Params :  Returns : int} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} ,,,,,,boolean ,,boolean ,,userRepository: 
axon-server-se-master,io.axoniq.axonserver.applicationevents,EventProcessorStatusUpdate,3,1,0,1,0,false,0 ,0 ,BaseEventProcessorsEvent EventProcessorStatusUpdate EventProcessorStatusUpdated PauseEventProcessorRequest StartEventProcessorRequest BaseSegmentRequest ReleaseSegmentRequest ProcessorStatusRequest SplitSegmentRequest MergeSegmentRequest SplitSegmentsSucceeded MergeSegmentsSucceeded ,eventProcessorStatus: ClientEventProcessorInfo ,isProxied{ Params :  Returns : boolean} eventProcessorStatus{ Params :  Returns : ClientEventProcessorInfo} eventProcessorStatus{ Params :  Returns : ClientEventProcessorInfo} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} getClientId{ Params :  Returns : String} getProcessorName{ Params :  Returns : String} getSegmentId{ Params :  Returns : int} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} ,,,,,AxonServerEvent ,ClientEventProcessorInfo ,,ClientEventProcessorInfo ,,userRepository: 
axon-server-se-master,io.axoniq.axonserver.applicationevents,EventProcessorStatusUpdated,3,1,0,1,0,false,0 ,0 ,BaseEventProcessorsEvent EventProcessorStatusUpdate EventProcessorStatusUpdated PauseEventProcessorRequest StartEventProcessorRequest BaseSegmentRequest ReleaseSegmentRequest ProcessorStatusRequest SplitSegmentRequest MergeSegmentRequest SplitSegmentsSucceeded MergeSegmentsSucceeded ,eventProcessorStatus: ClientEventProcessorInfo ,isProxied{ Params :  Returns : boolean} eventProcessorStatus{ Params :  Returns : ClientEventProcessorInfo} eventProcessorStatus{ Params :  Returns : ClientEventProcessorInfo} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} getClientId{ Params :  Returns : String} getProcessorName{ Params :  Returns : String} getSegmentId{ Params :  Returns : int} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} ,,,,,,ClientEventProcessorInfo ,,ClientEventProcessorInfo ,,userRepository: 
axon-server-se-master,io.axoniq.axonserver.applicationevents,PauseEventProcessorRequest,3,1,0,1,0,false,0 ,0 ,BaseEventProcessorsEvent EventProcessorStatusUpdate EventProcessorStatusUpdated PauseEventProcessorRequest StartEventProcessorRequest BaseSegmentRequest ReleaseSegmentRequest ProcessorStatusRequest SplitSegmentRequest MergeSegmentRequest SplitSegmentsSucceeded MergeSegmentsSucceeded ,context: String clientId: String processorName: String instructionId: String ,isProxied{ Params :  Returns : boolean} eventProcessorStatus{ Params :  Returns : ClientEventProcessorInfo} eventProcessorStatus{ Params :  Returns : ClientEventProcessorInfo} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} getClientId{ Params :  Returns : String} getProcessorName{ Params :  Returns : String} getSegmentId{ Params :  Returns : int} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} ,,,,,,String ,,String ,,userRepository: 
axon-server-se-master,io.axoniq.axonserver.applicationevents,StartEventProcessorRequest,3,1,0,1,0,false,0 ,0 ,BaseEventProcessorsEvent EventProcessorStatusUpdate EventProcessorStatusUpdated PauseEventProcessorRequest StartEventProcessorRequest BaseSegmentRequest ReleaseSegmentRequest ProcessorStatusRequest SplitSegmentRequest MergeSegmentRequest SplitSegmentsSucceeded MergeSegmentsSucceeded ,context: String clientId: String processorName: String instructionId: String ,isProxied{ Params :  Returns : boolean} eventProcessorStatus{ Params :  Returns : ClientEventProcessorInfo} eventProcessorStatus{ Params :  Returns : ClientEventProcessorInfo} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} getClientId{ Params :  Returns : String} getProcessorName{ Params :  Returns : String} getSegmentId{ Params :  Returns : int} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} ,,,,,,String ,,String ,,userRepository: 
axon-server-se-master,io.axoniq.axonserver.applicationevents,BaseSegmentRequest,3,1,1,1,0,false,0 ,0 ,BaseEventProcessorsEvent EventProcessorStatusUpdate EventProcessorStatusUpdated PauseEventProcessorRequest StartEventProcessorRequest BaseSegmentRequest ReleaseSegmentRequest ProcessorStatusRequest SplitSegmentRequest MergeSegmentRequest SplitSegmentsSucceeded MergeSegmentsSucceeded ,context: String clientId: String processorName: String instructionId: String segmentId: int ,isProxied{ Params :  Returns : boolean} eventProcessorStatus{ Params :  Returns : ClientEventProcessorInfo} eventProcessorStatus{ Params :  Returns : ClientEventProcessorInfo} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} getClientId{ Params :  Returns : String} getProcessorName{ Params :  Returns : String} getSegmentId{ Params :  Returns : int} context{ Params :  Returns : String} instructionId{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} clientId{ Params :  Returns : String} processorName{ Params :  Returns : String} context{ Params :  Returns : String} ,,,,,,int ,,int ,,userRepository: 
