Project Name,Package Name,Class Name,Class Type,Class Visibility,Is Abstract,Is Static,Is Final,Is Interface,Extends,Implements,Children,Fields,Methods,Overrides,Static Methods,final Methods , Abstract Methods, Association, Aggregation, Delegation, Composition, Instantiation
JRefactory,org.acm.seguin.awt,MoveItemAdapter,1,0,0,0,0,false,0 ,ActionListener ,0 ,olm: OrderableListModel list: JList direction: int ,actionPerformed{ Params : ActionEvent Returns : void} ,,,,,ActionListener ,int ,,int ,
JRefactory,org.acm.seguin.awt,OrderableList,1,1,0,0,0,false,JPanel ,0 ,0 ,olm: OrderableListModel ,main{ Params : String[] Returns : void} getData{ Params :  Returns : Object[]} addListDataListener{ Params : ListDataListener Returns : void} removeListDataListener{ Params : ListDataListener Returns : void} ,,main ,,,,OrderableListModel ,,OrderableListModel ,OrderableListModel JList JButton MoveItemAdapter JButton MoveItemAdapter Dimension JFrame OrderableList 
JRefactory,org.acm.seguin.awt,OrderableListModel,1,0,0,0,0,false,AbstractListModel ,0 ,0 ,data: Object list: JList ,setData{ Params : Object[] Returns : void} setList{ Params : JList Returns : void} getData{ Params :  Returns : Object[]} getElementAt{ Params : int Returns : Object} getSize{ Params :  Returns : int} swap{ Params : int,int Returns : void} ,,,,,,JList ,,JList ,
JRefactory,org.acm.seguin.awt,Question,1,1,0,0,0,false,0 ,0 ,0 ,autoYes: boolean ,setAlwaysYes{ Params : boolean Returns : void} isYes{ Params : String,String Returns : boolean} ,,setAlwaysYes isYes ,,,,,,,
JRefactory,org.acm.seguin.ide.cafe,CafeExtractMethod,1,0,0,0,0,false,ExtractMethodDialog ,ActionListener ,0 ,sourceFile: SourceFile ,setStringInIDE{ Params : String Returns : void} getStringFromIDE{ Params :  Returns : String} getSelectionFromIDE{ Params :  Returns : String} actionPerformed{ Params : ActionEvent Returns : void} ,,,,,ActionListener ,SourceFile ,,SourceFile ,
JRefactory,org.acm.seguin.ide.cafe,CafePrettyPrinter,1,1,0,0,0,false,PrettyPrintFromIDE ,ActionListener ,0 ,sourceFile: SourceFile ,actionPerformed{ Params : ActionEvent Returns : void} setStringInIDE{ Params : String Returns : void} getStringFromIDE{ Params :  Returns : String} getLineNumber{ Params :  Returns : int} setLineNumber{ Params : int Returns : void} ,,,,,ActionListener ,SourceFile ,,SourceFile ,
JRefactory,org.acm.seguin.ide.cafe,CafeSetup,1,1,0,0,0,false,0 ,Plugin ,0 ,,getPluginInfo{ Params :  Returns : void} init{ Params :  Returns : void} destroy{ Params :  Returns : void} save{ Params : OutputStream,boolean Returns : void} restore{ Params : InputStream,boolean Returns : void} getSubMenu{ Params :  Returns : Menu} ,,,,,Plugin ,,,,RefactoryInstaller Menu MenuItem CafePrettyPrinter MenuItem CafeExtractMethod MenuItem ReloadActionAdapter 
JRefactory,org.acm.seguin.ide.cafe,ReloadActionAdapter,1,1,0,0,0,false,0 ,ActionListener ,0 ,reloader: MultipleDirClassDiagramReloader ,actionPerformed{ Params : ActionEvent Returns : void} getDirectory{ Params : VisualProject Returns : String} ,,,,,ActionListener ,,,,MultipleDirClassDiagramReloader 
JRefactory,org.acm.seguin.ide.command,CommandLineMenu,1,0,0,0,0,false,0 ,0 ,0 ,,getMenuBar{ Params : JPanel Returns : JMenuBar} createFileMenu{ Params : JPanel Returns : JMenu} createEditMenu{ Params :  Returns : JMenu} createZoomMenu{ Params : JPanel Returns : JMenu} ,,,,,,,,,JMenuBar JMenu JMenuItem SaveMenuSelection JMenuItem SaveAdapter JMenuItem PrintSetupAdapter JMenuItem PrintAdapter JMenuItem ExitMenuSelection JMenu JMenuItem UndoAdapter JMenu JMenuItem ZoomAdapter JMenuItem ZoomAdapter JMenuItem ZoomAdapter JMenuItem ZoomAdapter JMenuItem ZoomAdapter 
JRefactory,org.acm.seguin.ide.command,CommandLineSourceBrowser,1,1,0,0,0,false,SourceBrowser ,0 ,0 ,pattern: String ,canBrowseSource{ Params :  Returns : boolean} gotoSource{ Params : File,int Returns : void} ,,,,,,String ,,String ,StringBuffer 
JRefactory,org.acm.seguin.ide.command,ExitMenuSelection,1,1,0,0,0,false,WindowAdapter ,ActionListener ,0 ,,actionPerformed{ Params : ActionEvent Returns : void} windowClosing{ Params : WindowEvent Returns : void} finish{ Params :  Returns : void} ,,,,,ActionListener ,,,,
JRefactory,org.acm.seguin.ide.command,PackageSelectorPanel,1,1,0,0,0,false,PackageSelectorArea ,ActionListener Saveable Reloader ,ButtonPanel ,rootDir: String viewList: HashMap buttons: ButtonPanel mainPanel: PackageSelectorPanel ,actionPerformed{ Params : ActionEvent Returns : void} reload{ Params :  Returns : void} save{ Params :  Returns : void} loadPackages{ Params :  Returns : void} loadSummaries{ Params :  Returns : void} setRootDirectory{ Params : String Returns : void} getPackage{ Params : PackageSummary Returns : UMLFrame} addPackage{ Params : PackageSummary,UMLFrame Returns : void} showSummary{ Params : PackageSummary Returns : void} hideSummary{ Params : PackageSummary Returns : void} createNewView{ Params : PackageSummary Returns : void} createFrame{ Params :  Returns : void} getMainPanel{ Params : String Returns : PackageSelectorPanel} main{ Params : String[] Returns : void} getPreferredSize{ Params :  Returns : Dimension} getMaximumSize{ Params :  Returns : Dimension} init{ Params :  Returns : void} ,,getMainPanel main ,,,ActionListener Saveable Reloader ,,getMainPanel ,,ButtonPanel HashMap SummaryTraversal UMLFrame JFrame JPanel BorderLayout EmptyBorder CommandLineMenu ExitMenuSelection PackageSelectorPanel Dimension JButton JButton JButton JButton 
JRefactory,org.acm.seguin.ide.command,ButtonPanel,3,2,0,0,0,false,PackageSelectorArea ,ActionListener Saveable Reloader ,ButtonPanel ,listener: ActionListener ,actionPerformed{ Params : ActionEvent Returns : void} reload{ Params :  Returns : void} save{ Params :  Returns : void} loadPackages{ Params :  Returns : void} loadSummaries{ Params :  Returns : void} setRootDirectory{ Params : String Returns : void} getPackage{ Params : PackageSummary Returns : UMLFrame} addPackage{ Params : PackageSummary,UMLFrame Returns : void} showSummary{ Params : PackageSummary Returns : void} hideSummary{ Params : PackageSummary Returns : void} createNewView{ Params : PackageSummary Returns : void} createFrame{ Params :  Returns : void} getMainPanel{ Params : String Returns : PackageSelectorPanel} main{ Params : String[] Returns : void} getPreferredSize{ Params :  Returns : Dimension} getMaximumSize{ Params :  Returns : Dimension} init{ Params :  Returns : void} ,,getMainPanel main ,,,,ActionListener ,,ActionListener ,Dimension JButton JButton JButton JButton 
JRefactory,org.acm.seguin.ide.command,UMLFrame,1,1,0,0,0,false,JFrame ,0 ,0 ,packageSummary: PackageSummary view: UMLPackage splitPane: JSplitPane ,getUmlPackage{ Params :  Returns : UMLPackage} setup{ Params :  Returns : void} ,,,,,,JSplitPane ,,JSplitPane ,UMLPackage JScrollPane DividedSummaryPanel JSplitPane Dimension Dimension CommandLineMenu 
JRefactory,org.acm.seguin.ide.command,ZoomAdapter,1,1,0,0,0,false,0 ,ActionListener ,0 ,panel: LinedPanel scale: double ,actionPerformed{ Params : ActionEvent Returns : void} ,,,,,ActionListener ,double ,,double ,
JRefactory,org.acm.seguin.ide.common.action,AddChildClassAction,1,1,0,0,0,false,RefactoringAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} activateListener{ Params : TypeSummary[],ActionEvent Returns : void} initNames{ Params :  Returns : void} ,,,,,,,,,AddChildClassListener 
JRefactory,org.acm.seguin.ide.common.action,AddParentClassAction,1,1,0,0,0,false,RefactoringAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} activateListener{ Params : TypeSummary[],ActionEvent Returns : void} initNames{ Params :  Returns : void} ,,,,,,,,,AddParentClassListener 
JRefactory,org.acm.seguin.ide.common.action,CurrentSummary,1,1,1,0,0,false,Object ,DocumentListener ,0 ,upToDate: boolean summary: Summary fileSummary: FileSummary singleton: CurrentSummary ,getCurrentSummary{ Params :  Returns : Summary} insertUpdate{ Params : DocumentEvent Returns : void} removeUpdate{ Params : DocumentEvent Returns : void} changedUpdate{ Params : DocumentEvent Returns : void} reset{ Params :  Returns : void} updateMetaData{ Params :  Returns : void} getLineNumber{ Params :  Returns : int} getActiveFile{ Params :  Returns : File} getMetadataReloader{ Params :  Returns : MultipleDirClassDiagramReloader} registerWithCurrentDocument{ Params :  Returns : void} isSameFile{ Params :  Returns : boolean} getInType{ Params : FileSummary,int Returns : Summary} isInMethod{ Params : TypeSummary,int Returns : Summary} isInField{ Params : TypeSummary,int Returns : Summary} isInNestedClass{ Params : TypeSummary,int Returns : Summary} isInSameSummary{ Params :  Returns : boolean} find{ Params :  Returns : Summary} reloadNode{ Params :  Returns : FileSummary} findSummaryInType{ Params : TypeSummary,int Returns : Summary} lockAccess{ Params :  Returns : void} get{ Params :  Returns : CurrentSummary} register{ Params : CurrentSummary Returns : void} ,,get register ,,getMetadataReloader registerWithCurrentDocument ,DocumentListener ,,,,ByteArrayInputStream 
JRefactory,org.acm.seguin.ide.common.action,EmptySelectedFileSet,1,1,0,0,0,false,SelectedFileSet ,0 ,0 ,,isAllJava{ Params :  Returns : boolean} isSingleJavaFile{ Params :  Returns : boolean} getTypeSummaryArray{ Params :  Returns : TypeSummary[]} ,,,,,,,,,
JRefactory,org.acm.seguin.ide.common.action,ExtractInterfaceAction,1,1,0,0,0,false,RefactoringAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} activateListener{ Params : TypeSummary[],ActionEvent Returns : void} initNames{ Params :  Returns : void} ,,,,,,,,,ExtractInterfaceListener 
JRefactory,org.acm.seguin.ide.common.action,ExtractMethodAction,1,1,0,0,0,false,GenericAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} actionPerformed{ Params : ActionEvent Returns : void} ,,,,,,,,,GenericExtractMethod 
JRefactory,org.acm.seguin.ide.common.action,GenericAction,1,1,1,0,0,false,AbstractAction ,0 ,0 ,ACCELERATOR: String ,,,,,,,,,,
JRefactory,org.acm.seguin.ide.common.action,GenericExtractMethod,1,0,0,0,0,false,ExtractMethodDialog ,0 ,0 ,,setStringInIDE{ Params : String Returns : void} getStringFromIDE{ Params :  Returns : String} getSelectionFromIDE{ Params :  Returns : String} ,,,,,,,,,
JRefactory,org.acm.seguin.ide.common.action,GenericPrettyPrinter,1,1,0,0,0,false,PrettyPrintFromIDE ,0 ,0 ,,setStringInIDE{ Params : String Returns : void} setLineNumber{ Params : int Returns : void} getStringFromIDE{ Params :  Returns : String} getLineNumber{ Params :  Returns : int} ,,,,,,,,,
JRefactory,org.acm.seguin.ide.common.action,MoveClassAction,1,1,0,0,0,false,RefactoringAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} activateListener{ Params : TypeSummary[],ActionEvent Returns : void} initNames{ Params :  Returns : void} ,,,,,,,,,AddMoveClassListener 
JRefactory,org.acm.seguin.ide.common.action,MoveMethodAction,1,1,0,0,0,false,RefactoringAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} activateListener{ Params : TypeSummary[],ActionEvent Returns : void} ,,,,,,,,,MoveMethodListener 
JRefactory,org.acm.seguin.ide.common.action,PrettyPrinterAction,1,1,0,0,0,false,GenericAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} actionPerformed{ Params : ActionEvent Returns : void} ,,,,,,,,,GenericPrettyPrinter 
JRefactory,org.acm.seguin.ide.common.action,PushDownFieldAction,1,1,0,0,0,false,RefactoringAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} activateListener{ Params : TypeSummary[],ActionEvent Returns : void} ,,,,,,,,,EmptySelectedFileSet PushDownFieldListener 
JRefactory,org.acm.seguin.ide.common.action,PushDownMethodAction,1,1,0,0,0,false,RefactoringAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} activateListener{ Params : TypeSummary[],ActionEvent Returns : void} ,,,,,,,,,EmptySelectedFileSet PushDownMethodListener 
JRefactory,org.acm.seguin.ide.common.action,PushUpAbstractMethodAction,1,1,0,0,0,false,RefactoringAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} activateListener{ Params : TypeSummary[],ActionEvent Returns : void} ,,,,,,,,,EmptySelectedFileSet PushUpAbstractMethodListener 
JRefactory,org.acm.seguin.ide.common.action,PushUpFieldAction,1,1,0,0,0,false,RefactoringAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} activateListener{ Params : TypeSummary[],ActionEvent Returns : void} ,,,,,,,,,EmptySelectedFileSet PushUpFieldListener 
JRefactory,org.acm.seguin.ide.common.action,PushUpMethodAction,1,1,0,0,0,false,RefactoringAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} activateListener{ Params : TypeSummary[],ActionEvent Returns : void} ,,,,,,,,,EmptySelectedFileSet PushUpMethodListener 
JRefactory,org.acm.seguin.ide.common.action,RefactoringAction,1,0,1,0,0,false,GenericAction ,0 ,0 ,selectedFileSet: SelectedFileSet ,actionPerformed{ Params : ActionEvent Returns : void} isSingleJavaFile{ Params :  Returns : boolean} isAllJava{ Params :  Returns : boolean} updateMetaData{ Params :  Returns : void} activateListener{ Params : TypeSummary[],ActionEvent Returns : void} getTypeSummaryArray{ Params :  Returns : TypeSummary[]} ,,,,activateListener ,,SelectedFileSet ,,SelectedFileSet ,
JRefactory,org.acm.seguin.ide.common.action,RemoveClassAction,1,1,0,0,0,false,RefactoringAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} activateListener{ Params : TypeSummary[],ActionEvent Returns : void} initNames{ Params :  Returns : void} ,,,,,,,,,RemoveClassListener 
JRefactory,org.acm.seguin.ide.common.action,RenameClassAction,1,1,0,0,0,false,RefactoringAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} activateListener{ Params : TypeSummary[],ActionEvent Returns : void} initNames{ Params :  Returns : void} ,,,,,,,,,AddRenameClassListener 
JRefactory,org.acm.seguin.ide.common.action,RenameFieldAction,1,1,0,0,0,false,RefactoringAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} activateListener{ Params : TypeSummary[],ActionEvent Returns : void} ,,,,,,,,,EmptySelectedFileSet RenameFieldListener 
JRefactory,org.acm.seguin.ide.common.action,RenameParameterAction,1,1,0,0,0,false,RefactoringAction ,0 ,0 ,,isEnabled{ Params :  Returns : boolean} activateListener{ Params : TypeSummary[],ActionEvent Returns : void} ,,,,,,,,,EmptySelectedFileSet RenameParameterListener 
JRefactory,org.acm.seguin.ide.common.action,SelectedFileSet,1,1,1,0,0,false,0 ,0 ,0 ,,isAllJava{ Params :  Returns : boolean} isSingleJavaFile{ Params :  Returns : boolean} getTypeSummaryArray{ Params :  Returns : TypeSummary[]} getTypeSummary{ Params : FileSummary Returns : TypeSummary} reloadFile{ Params : File,InputStream Returns : FileSummary} ,,,,isAllJava isSingleJavaFile getTypeSummaryArray ,,,,,
JRefactory,org.acm.seguin.ide.common,ClassListPanel,1,1,0,0,0,false,JPanel ,0 ,0 ,summary: PackageSummary umlPackage: UMLPackage ,load{ Params : PackageSummary Returns : void} init{ Params :  Returns : void} addTypeToPanel{ Params : TypeSummary,GridBagConstraints,int Returns : void} listTypes{ Params :  Returns : Iterator} main{ Params : String[] Returns : void} ,,main ,,,,UMLPackage ,,UMLPackage ,GridBagLayout GridBagConstraints JLabel JLabel Font Insets JumpToTypeAdapter InterfaceIcon ClassIcon IconPanel JLabel TreeMap SummaryTraversal JFrame ClassListPanel ExitOnCloseAdapter 
JRefactory,org.acm.seguin.ide.common,DefaultPackageListFilter,1,1,0,0,0,false,PackageListFilter ,0 ,0 ,,isIncluded{ Params : PackageSummary Returns : boolean} ,,,,,,,,,
JRefactory,org.acm.seguin.ide.common,DividedSummaryPanel,1,1,0,0,0,false,0 ,0 ,0 ,keyPane: JScrollPane summaryPane: JScrollPane splitPane: JSplitPane ,getPane{ Params :  Returns : JComponent} init{ Params : PackageSummary,UMLPackage Returns : void} main{ Params : String[] Returns : void} ,,main ,,,,,,,JScrollPane KeyPanel JScrollPane ClassListPanel JSplitPane Dimension Dimension SummaryTraversal JFrame DividedSummaryPanel ExitOnCloseAdapter 
JRefactory,org.acm.seguin.ide.common,EditorOperations,1,1,1,0,0,false,0 ,0 ,0 ,singleton: EditorOperations ,setStringInIDE{ Params : String Returns : void} setLineNumber{ Params : int Returns : void} getStringFromIDE{ Params :  Returns : String} getLineNumber{ Params :  Returns : int} getEditorFrame{ Params :  Returns : JFrame} getSelectionFromIDE{ Params :  Returns : String} isJavaFile{ Params :  Returns : boolean} getFile{ Params :  Returns : File} get{ Params :  Returns : EditorOperations} register{ Params : EditorOperations Returns : void} ,,get register ,,setStringInIDE setLineNumber getStringFromIDE getLineNumber getEditorFrame getSelectionFromIDE isJavaFile getFile ,,,,,
JRefactory,org.acm.seguin.ide.common,ExitOnCloseAdapter,1,1,0,0,0,false,WindowAdapter ,0 ,0 ,,windowClosing{ Params : WindowEvent Returns : void} ,,,,,,,,,
JRefactory,org.acm.seguin.ide.common,IconPanel,1,0,0,0,0,false,JPanel ,0 ,0 ,icon: Icon ,getPreferredSize{ Params :  Returns : Dimension} getMinimumSize{ Params :  Returns : Dimension} paint{ Params : Graphics Returns : void} ,,,,,,Icon ,,Icon ,Dimension 
JRefactory,org.acm.seguin.ide.common,JumpToTypeAdapter,1,0,0,0,0,false,MouseAdapter ,0 ,0 ,umlPackage: UMLPackage typeSummary: TypeSummary ,mouseClicked{ Params : MouseEvent Returns : void} ,,,,,,TypeSummary ,,TypeSummary ,
JRefactory,org.acm.seguin.ide.common,KeyPanel,1,1,0,0,0,false,JPanel ,0 ,0 ,,init{ Params :  Returns : void} main{ Params : String[] Returns : void} ,,main ,,,,,,,GridBagLayout GridBagConstraints JLabel Font Insets ProtectionIcon IconPanel JLabel ProtectionIcon IconPanel JLabel ProtectionIcon IconPanel JLabel ProtectionIcon IconPanel JLabel ClassIcon IconPanel JLabel InterfaceIcon IconPanel JLabel JLabel Font JLabel JLabel Font JLabel JLabel Font JLabel JFrame KeyPanel ExitOnCloseAdapter 
JRefactory,org.acm.seguin.ide.common,MultipleDirClassDiagramReloader,1,1,0,0,0,false,ClassDiagramReloader ,0 ,0 ,list: LinkedList necessary: boolean ,setNecessary{ Params : boolean Returns : void} isNecessary{ Params :  Returns : boolean} clear{ Params :  Returns : void} addRootDirectory{ Params : String Returns : void} reload{ Params :  Returns : void} ,,,,,,boolean ,,boolean ,LinkedList StringBuffer SummaryLoaderThread 
JRefactory,org.acm.seguin.ide.common,NoSourceBrowser,1,1,0,0,0,false,SourceBrowser ,0 ,0 ,,canBrowseSource{ Params :  Returns : boolean} gotoSource{ Params : File,int Returns : void} ,,,,,,,,,
JRefactory,org.acm.seguin.ide.common,PackageListFilter,1,1,1,0,0,false,0 ,0 ,0 ,singleton: PackageListFilter ,isIncluded{ Params : PackageSummary Returns : boolean} setSingleton{ Params : PackageListFilter Returns : void} get{ Params :  Returns : PackageListFilter} ,,setSingleton get ,,isIncluded ,,,,,DefaultPackageListFilter 
JRefactory,org.acm.seguin.ide.common,PackageNameLoader,1,1,0,0,0,false,0 ,0 ,0 ,,load{ Params : String Returns : String} parseLine{ Params : String Returns : String} ,,,,,,,,,BufferedReader FileReader StringTokenizer 
JRefactory,org.acm.seguin.ide.common,PackageSelectorArea,1,1,0,0,0,false,JPanel ,0 ,0 ,listbox: JList pane: JScrollPane ,getScrollPane{ Params :  Returns : JScrollPane} getSelection{ Params :  Returns : PackageSummary} loadSummaries{ Params :  Returns : void} loadPackages{ Params :  Returns : void} ,,,,,,JScrollPane ,,JScrollPane ,JList JScrollPane PackageSummaryListModel 
JRefactory,org.acm.seguin.ide.common,PackageSelectorDialog,1,1,0,0,0,false,JDialog ,ActionListener ,ButtonPanel ,selection: PackageSelectorArea summary: PackageSummary buttons: ButtonPanel ,getSummary{ Params :  Returns : PackageSummary} actionPerformed{ Params : ActionEvent Returns : void} main{ Params : String[] Returns : void} getPreferredSize{ Params :  Returns : Dimension} getMaximumSize{ Params :  Returns : Dimension} getMinimumSize{ Params :  Returns : Dimension} init{ Params :  Returns : void} ,,main ,,,ActionListener ,ButtonPanel ,,ButtonPanel ,BorderLayout PackageSelectorArea EmptyBorder ButtonPanel PackageSelectorDialog Dimension JButton JButton 
JRefactory,org.acm.seguin.ide.common,ButtonPanel,3,2,0,0,0,false,JDialog ,ActionListener ,ButtonPanel ,listener: ActionListener preferredSize: Dimension ,getSummary{ Params :  Returns : PackageSummary} actionPerformed{ Params : ActionEvent Returns : void} main{ Params : String[] Returns : void} getPreferredSize{ Params :  Returns : Dimension} getMaximumSize{ Params :  Returns : Dimension} getMinimumSize{ Params :  Returns : Dimension} init{ Params :  Returns : void} ,,main ,,,,Dimension ,,Dimension ,Dimension JButton JButton 
JRefactory,org.acm.seguin.ide.common,SingleDirClassDiagramReloader,1,1,0,0,0,false,ClassDiagramReloader ,0 ,0 ,base: String necessary: boolean ,setNecessary{ Params : boolean Returns : void} isNecessary{ Params :  Returns : boolean} setRootDirectory{ Params : String Returns : void} reload{ Params :  Returns : void} ,,,,,,boolean ,,boolean ,SummaryLoaderThread 
JRefactory,org.acm.seguin.ide.common,SourceBrowser,1,1,1,0,0,false,0 ,0 ,0 ,singleton: SourceBrowser ,canBrowseSource{ Params :  Returns : boolean} gotoSource{ Params : File,int Returns : void} set{ Params : SourceBrowser Returns : void} get{ Params :  Returns : SourceBrowser} ,,set get ,,canBrowseSource gotoSource ,,,,,NoSourceBrowser 
JRefactory,org.acm.seguin.ide.common,SourceBrowserAdapter,1,1,0,0,0,false,0 ,ActionListener ,0 ,activeComponent: ISourceful ,actionPerformed{ Params : ActionEvent Returns : void} getLine{ Params :  Returns : int} getSummary{ Params :  Returns : Summary} findFile{ Params :  Returns : File} ,,,,,ActionListener ,ISourceful ,,ISourceful ,
JRefactory,org.acm.seguin.ide.common,SummaryLoaderThread,1,1,0,0,0,false,Thread ,0 ,0 ,base: String count: int ,run{ Params :  Returns : void} waitForLoading{ Params :  Returns : void} ,,waitForLoading ,,,,,,,StringTokenizer SummaryTraversal 
JRefactory,org.acm.seguin.ide.common,TextPrinter,1,1,0,0,0,false,0 ,0 ,0 ,,print{ Params : String,String Returns : void} isPropertyFile{ Params : String Returns : boolean} isMarkupLanguage{ Params : String Returns : boolean} getExtension{ Params : String Returns : String} ,,,,,,,,,PropertyLinePrinter XMLLinePrinter NumberedLinePrinter PrintingThread 
JRefactory,org.acm.seguin.ide.common,UMLIcon,1,1,0,0,0,false,0 ,Icon ,0 ,,getIconHeight{ Params :  Returns : int} getIconWidth{ Params :  Returns : int} paintIcon{ Params : Component,Graphics,int,int Returns : void} drawClassDiagram{ Params : Graphics,int,int Returns : void} ,,,,,Icon ,,,,
JRefactory,org.acm.seguin.ide.common,UndoAdapter,1,1,0,0,0,false,0 ,ActionListener ,0 ,,actionPerformed{ Params : ActionEvent Returns : void} ,,,,,ActionListener ,,,,
JRefactory,org.acm.seguin.ide.elixir,ElixirClassDiagramLoader,1,1,0,0,0,false,0 ,0 ,0 ,singleton: SingleDirClassDiagramReloader ,reload{ Params :  Returns : void} register{ Params : SingleDirClassDiagramReloader Returns : void} ,,reload register ,,,,,,,
